Start Date,End Date,Campaign Name,Advert Name,Placement,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-through Rate (CTR),Unique Click-through Rate (uCTR),Amount Spent (EUR),Actions,People Taking Action,Page Likes,Impression Device,Destination
2014-11-13,2014-11-13,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,161,1,161,10,9,6.21118,5.590062,0.6,7,6,1,iPhone,All Destinations
2014-11-13,2014-11-13,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,,,,,,,,,,,1,iPhone,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-13,2014-11-13,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,127,1.149606,146,3,3,2.054795,2.362205,0.73,1,1,0,iPad,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,4288,1.785681,7657,2,2,0.02612,0.046642,1.08,11,6,0,Desktop,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3111,1.569913,4884,3,3,0.061425,0.096432,1.38,5,5,0,Desktop,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,53,1,53,1,1,1.886792,1.886792,0.13,2,2,0,iPhone,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,29,1,29,3,3,10.344828,10.344828,0.05,3,2,0,iPhone,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,9,1,9,1,1,11.111111,11.111111,0.04,0,0,0,iPad,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,1152,1.381076,1591,4,3,0.251414,0.260417,0.47,6,6,0,Desktop,No Breakdown
2014-11-13,2014-11-13,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,19,1.052632,20,1,1,5,5.263158,0.03,4,2,0,Android Smartphone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,6,1,6,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,188,1.058511,199,6,5,3.015075,2.659574,0.74,8,8,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,4317,1.751448,7561,5,5,0.066129,0.115821,0.9,26,15,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,127,1,127,10,6,7.874016,4.724409,0.66,9,9,0,iPad,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,8,1.125,9,0,0,0,0,0.02,0,0,0,Android Smartphone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,23,1,23,0,0,0,0,0.04,0,0,0,iPhone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,2457,1.498168,3681,4,4,0.108666,0.1628,0.97,5,5,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,6,1,6,0,0,0,0,0.01,0,0,0,Android Smartphone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,1437,1.672234,2403,0,0,0,0,0.22,20,3,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,561,1.012478,568,18,18,3.169014,3.208556,2.78,128,22,1,Desktop,All Destinations
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,13,1,13,0,0,0,0,0.02,0,0,0,iPhone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,280,1.521429,426,1,1,0.234742,0.357143,0.13,1,1,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,1,2,1,1,50,50,0,0,0,0,iPad,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3644,1.543085,5623,9,9,0.160057,0.246981,1.63,49,27,0,Desktop,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,1293,1.633411,2112,0,0,0,0,0.3,1,1,1,Desktop,All Destinations
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,6,1,6,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,10,1.1,11,0,0,0,0,0.01,0,0,0,iPhone,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,766,1.009138,773,13,12,1.681759,1.56658,3.56,12,12,3,Desktop,All Destinations
2014-11-12,2014-11-12,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,3,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,7,1,7,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,36,1,36,5,3,13.888889,8.333333,0.08,4,4,0,iPad,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,14,1,14,0,0,0,0,0.03,0,0,0,Android Smartphone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,3077,1.756906,5406,2,2,0.036996,0.064998,0.48,5,5,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,5198,1.434205,7455,7,5,0.093897,0.096191,2.21,44,15,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,1236,1.770227,2188,1,1,0.045704,0.080906,0.14,11,3,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,1,1,1,1,1,100,100,0,2,2,0,iPad,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,858,1.013986,870,16,15,1.83908,1.748252,3.6,24,18,3,Desktop,All Destinations
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,3,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,635,1.568504,996,2,2,0.200803,0.314961,0.13,2,2,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,497,1.348089,670,0,0,0,0,0.24,0,0,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,16,1,16,2,2,12.5,12.5,0.03,14,4,0,iPhone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,10,1.2,12,2,2,16.666667,20,0.02,2,2,0,iPhone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,2,2.5,5,1,1,20,50,0.01,0,0,0,Android Smartphone,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,344,1.06686,367,17,15,4.632153,4.360465,1.62,34,25,1,Desktop,All Destinations
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,850,1.023529,870,12,13,1.37931,1.529412,2.5,23,21,0,Desktop,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,0,0,2,2,1,100,0,0,1,1,0,iPad,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-11,2014-11-11,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,2476,1.46567,3629,5,5,0.137779,0.201939,0.91,21,11,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,2212,1.902351,4208,1,1,0.023764,0.045208,0.28,2,2,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,31,1,31,1,1,3.225806,3.225806,0.08,1,1,0,Android Smartphone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,861,1.335656,1150,0,0,0,0,0.39,0,0,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,907,1.703418,1545,0,0,0,0,0.17,0,0,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,7423,1.570389,11657,13,13,0.111521,0.175131,3.07,32,17,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,5349,1.924098,10292,8,9,0.07773,0.168256,0.87,24,22,1,Desktop,All Destinations
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,10,1.5,15,0,0,0,0,0.03,0,0,0,iPad,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,296,1,296,7,6,2.364865,2.027027,0.59,12,11,1,Desktop,All Destinations
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,34,1.176471,40,2,2,5,5.882353,0.07,0,0,0,iPhone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,21,1,21,0,0,0,0,0.03,0,0,0,iPhone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,74,1.189189,88,4,4,4.545455,5.405405,0.47,12,8,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,956,1.007322,963,19,19,1.973001,1.987448,3.22,230,23,7,Desktop,All Destinations
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,7,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,18,1,18,0,0,0,0,0.06,0,0,0,iPad,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,4,1,4,3,2,75,50,0,2,2,0,Android Smartphone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,16,1,16,0,0,0,0,0.05,0,0,0,iPhone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,6313,1.537146,9704,7,7,0.072135,0.110882,2.48,21,16,0,Desktop,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,34,1.029412,35,1,1,2.857143,2.941176,0.11,6,1,0,Android Smartphone,No Breakdown
2014-11-10,2014-11-10,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,10,1,10,1,1,10,10,0.03,1,1,0,iPad,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,8,1.375,11,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,14,1,14,0,0,0,0,0.03,0,0,0,iPhone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,3,1,3,1,1,33.333333,33.333333,0,1,1,0,Android Smartphone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,24,1,24,3,2,12.5,8.333333,0.12,2,2,0,iPad,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,840,1.783333,1498,1,1,0.066756,0.119048,0.14,1,1,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,95,1.210526,115,3,3,2.608696,3.157895,0.27,42,5,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,7178,1.582056,11356,17,17,0.149701,0.236835,3.42,48,35,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,2394,1.921053,4599,5,5,0.108719,0.208855,0.44,11,10,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,6,1.333333,8,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0,3,1,0,iPad,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,13,1,13,1,1,7.692308,7.692308,0.01,2,2,0,iPhone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,63,1,63,2,2,3.174603,3.174603,0.13,3,3,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,5961,1.492367,8896,8,7,0.089928,0.11743,3.7,13,13,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,2,4,0,0,0,0,0.01,0,0,0,Android Tablet,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3945,1.626109,6415,7,8,0.109119,0.202788,2.19,13,10,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,1976,1.900304,3755,1,1,0.026631,0.050607,0.47,8,2,0,Desktop,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,38,1,38,2,2,5.263158,5.263158,0.08,1,1,0,Android Smartphone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,196,1.102041,216,3,3,1.388889,1.530612,0.55,2,2,0,iPhone,No Breakdown
2014-11-09,2014-11-09,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,101,1.178218,119,2,2,1.680672,1.980198,0.43,0,0,0,iPad,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,80,1,80,6,5,7.5,6.25,0.38,5,5,0,iPad,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,25,1,25,1,1,4,4,0.06,0,0,0,Android Smartphone,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,11,1,11,0,0,0,0,0.06,0,0,0,iPad,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,4,1.25,5,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,74,1,74,2,2,2.702703,2.702703,0.24,4,4,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,5411,1.490482,8065,10,10,0.123993,0.184809,3.84,13,13,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,2,4,0,0,0,0,0.01,0,0,0,Android Tablet,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,1715,1.753936,3008,1,1,0.033245,0.058309,0.41,1,1,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3932,1.559766,6133,5,5,0.081526,0.127162,2.36,8,8,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,28,1.25,35,2,2,5.714286,7.142857,0.1,3,3,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,186,1,186,2,2,1.075269,1.075269,0.54,1,1,0,iPhone,No Breakdown
