Start Date,End Date,Campaign Name,Advert Name,Placement,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-through Rate (CTR),Unique Click-through Rate (uCTR),Amount Spent (EUR),Actions,People Taking Action,Page Likes,Impression Device,Destination
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,6725,1.747212,11750,18,17,0.153191,0.252788,3.54,34,32,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,10,1,10,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,2021,1.751113,3539,3,3,0.08477,0.148441,0.36,11,8,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,361,1.695291,612,0,0,0,0,0.06,0,0,0,Desktop,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,4,1.75,7,0,0,0,0,0.03,0,0,0,iPhone,No Breakdown
2014-11-08,2014-11-08,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,0,0,3,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,35,1,35,2,2,5.714286,5.714286,0.2,1,1,0,iPad,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,63,1.253968,79,1,1,1.265823,1.587302,0.25,1,1,0,iPhone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,19,1,19,0,0,0,0,0.1,0,0,0,Android Smartphone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,16,1.125,18,2,2,11.111111,12.5,0.04,1,1,0,Android Smartphone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,2054,1.821811,3742,4,3,0.106895,0.146056,0.62,3,3,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,601,1.878536,1129,0,0,0,0,0.18,4,1,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,4878,1.52747,7451,12,11,0.161052,0.225502,3.25,31,21,1,Desktop,All Destinations
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,15,1,15,3,3,20,20,0.13,2,2,0,iPad,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,20,1,20,0,0,0,0,0.08,0,0,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,116,1.017241,118,1,1,0.847458,0.862069,0.44,10,4,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,2077,1.90467,3956,2,2,0.050556,0.096293,0.41,5,5,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,6957,1.723157,11988,14,14,0.116783,0.201236,3.15,47,32,1,Desktop,All Destinations
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,0,0,1,0,0,0,0,0,0,0,0,iPad,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,253,1.011858,256,9,8,3.515625,3.162055,1.2,7,7,0,iPhone,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,151,1,151,6,6,3.97351,3.97351,0.44,14,9,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,2741,1.596498,4376,4,4,0.091408,0.145932,1.51,9,7,0,Desktop,No Breakdown
2014-11-07,2014-11-07,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,884,2.529412,2236,4,4,0.178891,0.452489,0.77,5,5,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,1763,1.842314,3248,6,5,0.184729,0.283607,1.75,28,8,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Audience Network on Third-party Mobile Apps,3,1,3,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3488,1.661697,5796,14,13,0.241546,0.372706,1.72,41,28,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,16,1,16,1,1,6.25,6.25,0.05,1,1,0,Android Smartphone,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPad,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,1601,1.78451,2857,5,5,0.175009,0.312305,0.39,10,10,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,2,1.5,3,0,0,0,0,0,0,0,0,Android Smartphone,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,5,1,5,0,0,0,0,0,0,0,0,iPhone,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,615,1,615,20,14,3.252033,2.276423,1.89,34,26,3,Desktop,All Destinations
2014-11-06,2014-11-06,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,3,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,57,1.017544,58,3,3,5.172414,5.263158,0.43,2,2,0,iPad,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,84,1,84,4,4,4.761905,4.761905,0.36,7,6,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,65,1.015385,66,3,2,4.545455,3.076923,0.4,3,3,0,iPad,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,1,1,1,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,399,1.002506,400,11,9,2.75,2.255639,1.45,54,12,1,Desktop,All Destinations
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,999,1.546547,1545,2,1,0.12945,0.1001,0.64,3,2,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,572,2.04021,1167,2,2,0.17138,0.34965,0.37,3,3,0,Desktop,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,232,1.008621,234,12,10,5.128205,4.310345,1.06,24,14,0,iPhone,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Android Tablet,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,172,1.011628,174,4,3,2.298851,1.744186,0.56,5,5,0,iPhone,No Breakdown
2014-11-06,2014-11-06,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,45,1.022222,46,4,3,8.695652,6.666667,0.16,10,4,0,Android Smartphone,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Desktop Computers,110,1.009091,111,3,3,2.702703,2.727273,0.44,5,5,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Audience Network on Third-party Mobile Apps,2,2.5,5,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,10,1,10,1,1,10,10,0.06,1,1,0,Android Tablet,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,1917,1.719353,3296,2,2,0.06068,0.10433,1.26,21,6,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,229,1.004367,230,9,6,3.913043,2.620087,0.63,25,14,1,Desktop,All Destinations
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,,,,,,,,,,,1,Desktop,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,361,1.024931,370,12,10,3.243243,2.770083,1.13,43,16,2,iPhone,All Destinations
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,,,,,,,,,,,2,iPhone,Nederlands Philharmonisch Orkest | Nederlands Kamerorkest
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,325,1.003077,326,9,7,2.760736,2.153846,1.17,5,5,0,Android Smartphone,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Desktop Computers,711,2.102672,1495,0,0,0,0,0.47,1,1,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,3,1,3,0,0,0,0,0,0,0,0,iPod,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Desktop Computers,193,1,193,7,5,3.626943,2.590674,0.64,13,9,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,2,1,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,1285,1.588327,2041,2,2,0.097991,0.155642,0.78,59,3,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,133,1.616541,215,0,0,0,0,0.08,0,0,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Audience Network on Third-party Mobile Apps,4,1.75,7,0,0,0,0,0.01,0,0,0,Other,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,730,1.912329,1396,2,2,0.143266,0.273973,0.47,4,4,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,3955,1.676359,6630,9,9,0.135747,0.22756,2.36,31,24,0,Desktop,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,13,1,13,0,0,0,0,0.03,0,0,0,Android Smartphone,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,21,1,21,1,1,4.761905,4.761905,0.09,1,1,0,iPad,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,124,1,124,5,4,4.032258,3.225806,0.54,5,5,0,Android Smartphone,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,64,1.046875,67,5,4,7.462687,6.25,0.33,5,5,0,iPad,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,72,1,72,6,5,8.333333,6.944444,0.39,7,6,0,iPad,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,195,1.005128,196,8,7,4.081633,3.589744,0.69,12,11,0,iPhone,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.01,0,0,0,Android Tablet,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Audience Network on Third-party Mobile Apps,2,2,4,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-05,2014-11-05,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,123,1.03252,127,1,1,0.787402,0.813008,0.41,0,0,0,iPhone,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,22,1,22,1,1,4.545455,4.545455,0.13,0,0,0,iPad,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Right Column Adverts on Desktop Computers,80,1.35,108,0,0,0,0,0.01,0,0,0,Desktop,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Kerstconcert,www.orkest.nl/verleidelijke-melodie%C3%ABn - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,170,1.164706,198,1,1,0.505051,0.588235,0.09,1,1,0,Desktop,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,4,1,4,0,0,0,0,0.01,0,0,0,Android Tablet,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,132,1.015152,134,9,5,6.716418,3.787879,0.48,6,6,0,Android Smartphone,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,Audience Network on Third-party Mobile Apps,1,2,2,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,71,1.014085,72,3,2,4.166667,2.816901,0.43,4,4,0,Android Smartphone,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Home Page for Desktop Computers,255,1.192157,304,1,1,0.328947,0.392157,0.13,2,2,0,Desktop,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Audience Network on Third-party Mobile Apps,10,1.2,12,0,0,0,0,0,0,0,0,Other,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,Right Column Adverts on Desktop Computers,266,1.398496,372,0,0,0,0,0.09,5,1,0,Desktop,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Mobile Devices,9,1,9,0,0,0,0,0.12,0,0,0,Android Tablet,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Beethoven piano,www.orkest.nl/concert/de-romantiek-drie-stappen - Website Conversions,News Feed on Desktop Computers,76,1,76,3,3,3.947368,3.947368,0.3,8,6,0,Desktop,No Breakdown
2014-11-04,2014-11-04,2014 NedPho Schonberg,www.orkest.nl/klassiekers - Website Conversions,News Feed on Mobile Devices,190,1,190,4,2,2.105263,1.052632,0.59,11,4,0,iPhone,No Breakdown
